effect_id,study_id_str,outcome_id_str,sex_of_animals,disease_cohort_str,control_cohort_str,time,d.mean,d.sd,d.n,c.mean,c.sd,c.n,title,authors,breeder_strain,GD_first_administration,cross.fost,poly_I_C_daily_dose_mg_kg,intervention.no,year,ro_b_assessment_blinding_of_animal_carers_handlers,ro_b_assessment_blinding_of_outcome_assessors,ro_b_assessment_random_housing,ro_b_assessment_a_priori_power_calculations,ro_b_assessment_conflict_of_interest,ro_b_assessment_unit_of_analysis_error,ro_b_assessment_random_outcome_assessment,ro_b_assessment_presence_of_sequence_generation,ro_b_assessment_baseline_characteristics,ro_b_assessment_allocation_concealment,ro_b_assessment_incomplete_outcome_data,species_of_animal,strain,outcome_label,prepulse_intensity_d_b,pulse_intensity_d_b,prepulse_duration_ms,interstimulus_interval_ms,is_this_ppi_for_a_specific_pre_pulse_intensity_or_averaged_across_multiple,is_this_ppi_for_a_specific_pulse_intensity_or_is_it_averaged_across_multiple,disease_model,acute_or_chronic,duration_days_if_chronic,administration_route,frequency_of_administration_if_chronic,sham_equivalent,vehicle,author,background_db,pre_pulse_level_above_back,d.mean.adj,c.mean.adj,developmental_stage_PPI,polyIC.dose.cat,SMD,SMDV,same_coh_same_PPI_param_diff_time,same_cohort_diff_PPI_param
217,2dc93426-d981-4b4b-96e1-9426801a4f9f,03012e4d-866a-42b6-844b-03e9d284060e,male,f2afe66e-2724-405c-8421-acde493aa8ed,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,8.78,13.56501751,17,9.57,7.59,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,17,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,77dB : 100dB : 20ms : 100ms,77,100,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,12,91.22,90.43,adult,moderate,0.064226176,0.170013967,72,13
218,2dc93426-d981-4b4b-96e1-9426801a4f9f,5776c34a-a7b5-44c9-a2db-3fcbaa9439b3,male,f2afe66e-2724-405c-8421-acde493aa8ed,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,24.6,15.25549081,17,22.1,10.2,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,17,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,77dB : 120dB : 20ms : 100ms,77,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,12,75.4,77.9,adult,moderate,-0.175708577,0.170528362,73,14
219,2dc93426-d981-4b4b-96e1-9426801a4f9f,6a2fbbcc-266d-45d7-89e8-cd3ce5795a46,male,f2afe66e-2724-405c-8421-acde493aa8ed,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,22.3,13.193938,17,21.8,8.1,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,17,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,83dB : 110dB : 20ms : 100ms,83,110,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,18,77.7,78.2,adult,moderate,-0.041227815,0.169967328,74,15
220,2dc93426-d981-4b4b-96e1-9426801a4f9f,7a74af7f-a3fe-4f64-9a66-d0915247effa,male,f2afe66e-2724-405c-8421-acde493aa8ed,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,8.74,13.40009328,17,9.67,7.29,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,17,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,71dB : 110dB : 20ms : 100ms,71,110,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,6,91.26,90.33,adult,moderate,0.076823196,0.170048137,75,16
221,2dc93426-d981-4b4b-96e1-9426801a4f9f,a673cebd-31e8-412c-ba0c-ad8f6ff0838a,male,f2afe66e-2724-405c-8421-acde493aa8ed,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,6.05,14.5133318,17,10.9,14.7,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,17,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,71dB : 100dB : 20ms : 100ms,71,100,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,6,93.95,89.1,adult,moderate,0.322216612,0.171931247,76,17
222,2dc93426-d981-4b4b-96e1-9426801a4f9f,fc147872-3ea9-43f8-bcb6-1f62f45243f9,male,f2afe66e-2724-405c-8421-acde493aa8ed,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,10.3,17.1521194,17,14.7,9,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,17,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,83dB : 100dB : 20ms : 100ms,83,100,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,18,89.7,85.3,adult,moderate,0.285241527,0.171499308,77,18
223,2dc93426-d981-4b4b-96e1-9426801a4f9f,2901947f-9ce0-40f4-bb23-a48ad88f2e70,male,f2afe66e-2724-405c-8421-acde493aa8ed,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,11.6,10.72007463,17,10.2,12.18,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,17,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,71dB : 120dB : 20ms : 100ms,71,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,6,88.4,89.8,adult,moderate,-0.120745639,0.170215016,78,19
224,2dc93426-d981-4b4b-96e1-9426801a4f9f,35eb7858-3c03-440a-a963-732fdac87baa,male,f2afe66e-2724-405c-8421-acde493aa8ed,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,19.6,15.66780138,17,27.6,8.4,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,17,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,83dB : 120dB : 20ms : 100ms,83,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,18,80.4,72.4,adult,moderate,0.566248662,0.176100747,79,20
225,2dc93426-d981-4b4b-96e1-9426801a4f9f,009d9a81-dd03-4d42-ac51-4ec0dee70265,male,d7fd9794-eef9-474b-87d6-2832daec85c,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,21.5,18.02775638,13,19.7,6.3,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,9,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,77dB : 110dB : 20ms : 100ms,77,110,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD17,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,12,78.5,80.3,adult,moderate,-0.119236428,0.188357309,80,21
226,2dc93426-d981-4b4b-96e1-9426801a4f9f,03012e4d-866a-42b6-844b-03e9d284060e,male,d7fd9794-eef9-474b-87d6-2832daec85c,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,12.8,14.06164997,13,9.57,7.59,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,9,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,77dB : 100dB : 20ms : 100ms,77,100,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD17,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,12,87.2,90.43,adult,moderate,-0.26103358,0.189582791,81,22
227,2dc93426-d981-4b4b-96e1-9426801a4f9f,5776c34a-a7b5-44c9-a2db-3fcbaa9439b3,male,d7fd9794-eef9-474b-87d6-2832daec85c,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,12.8,15.32359292,13,22.1,10.2,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,9,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,77dB : 120dB : 20ms : 100ms,77,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD17,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,12,87.2,77.9,adult,moderate,0.66221251,0.198000675,82,23
228,2dc93426-d981-4b4b-96e1-9426801a4f9f,6a2fbbcc-266d-45d7-89e8-cd3ce5795a46,male,d7fd9794-eef9-474b-87d6-2832daec85c,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,21.5,18.02775638,13,21.8,8.1,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,9,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,83dB : 110dB : 20ms : 100ms,83,110,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD17,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,18,78.5,78.2,adult,moderate,0.01940151,0.188042743,83,24
229,2dc93426-d981-4b4b-96e1-9426801a4f9f,7a74af7f-a3fe-4f64-9a66-d0915247effa,male,d7fd9794-eef9-474b-87d6-2832daec85c,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,12.8,14.4222051,13,9.67,7.29,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,9,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,71dB : 110dB : 20ms : 100ms,71,110,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD17,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,6,87.2,90.33,adult,moderate,-0.249133557,0.189444814,84,25
230,2dc93426-d981-4b4b-96e1-9426801a4f9f,a673cebd-31e8-412c-ba0c-ad8f6ff0838a,male,d7fd9794-eef9-474b-87d6-2832daec85c,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,-2.63,18.56858907,13,10.9,14.7,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,9,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,71dB : 100dB : 20ms : 100ms,71,100,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD17,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,6,102.63,89.1,adult,moderate,0.75994696,0.201159629,85,26
231,2dc93426-d981-4b4b-96e1-9426801a4f9f,fc147872-3ea9-43f8-bcb6-1f62f45243f9,male,d7fd9794-eef9-474b-87d6-2832daec85c,b88e1b6a-627b-4cc6-8663-2ef5204fa10,91,5.31,20.76797535,13,14.7,9,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,9,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,83dB : 100dB : 20ms : 100ms,83,100,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD17,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,18,94.69,85.3,adult,moderate,0.529335371,0.194402277,86,27
232,2dc93426-d981-4b4b-96e1-9426801a4f9f,2901947f-9ce0-40f4-bb23-a48ad88f2e70,male,d7fd9794-eef9-474b-87d6-2832daec85c,b88e1b6a-627b-4cc6-8663-2ef5204fa10,92,3.45,28.48385508,13,10.2,12.18,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,9,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,71dB : 120dB : 20ms : 100ms,71,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD17,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,6,96.55,89.8,adult,moderate,0.277844769,0.189788682,87,28
233,2dc93426-d981-4b4b-96e1-9426801a4f9f,35eb7858-3c03-440a-a963-732fdac87baa,male,d7fd9794-eef9-474b-87d6-2832daec85c,b88e1b6a-627b-4cc6-8663-2ef5204fa10,93,19.4,11.89831921,13,27.6,8.4,9,Prenatal immune challenge is an environmental risk factor for brain and behavior change relevant to schizophrenia: evidence from MRI in a mouse model.,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",0,9,0,5,0,2009,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6N,83dB : 120dB : 20ms : 100ms,83,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD17,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Qi and Cheung, Charlton and Wei, Ran and Hui, Edward S and Feldon, Joram and Meyer, Urs and Chung, Sookja and Chua, Siew E and Sham, Pak C and Wu, Ed X and McAlonan, Grainne M ",65,18,80.6,72.4,adult,moderate,0.741491028,0.200529846,88,29
8,12139efb-9703-4a6f-b1cd-4558e12c42d2,e9f89240-2f43-42f1-82f0-20be8743ce57,male,7ae25f81-f848-4d7a-bc57-8d68a93ec9d9,c58e3879-82b7-4d53-91a0-c4c7c46f4b25,70,1.35,5.67,9,4.58,6.48,9,"A Characterization of the Effects of Minocycline Treatment During Adolescence on Structural, Metabolic, and Oxidative Stress Parameters in a Maternal Immune Stimulation Model of Neurodevelopmental Brain Disorders.","Romero-Miguel, Diego and Casquero-Veiga, Marta and MacDowell, Karina S and Torres-Sanchez, Sonia and Garcia-Partida, Jos<c3><a9> Antonio and Lamanna-Rama, Nicol<c3><a1>s and Romero-Miranda, Ana and Berrocoso, Esther and Leza, Juan C and Desco, Manuel and Soto-Montenegro, Mar<c3><ad>a Luisa ",0,NA,0,NA,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,wistar,74dB : 120dB : 40ms : 100ms,74,120,40,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,? mg/kg : GD ? ,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Romero-Miguel, Diego and Casquero-Veiga, Marta and MacDowell, Karina S and Torres-Sanchez, Sonia and Garcia-Partida, Jos<c3><a9> Antonio and Lamanna-Rama, Nicol<c3><a1>s and Romero-Miranda, Ana and Berrocoso, Esther and Leza, Juan C and Desco, Manuel and Soto-Montenegro, Mar<c3><ad>a Luisa ",70,4,98.65,95.42,adult,NA,0.505179839,0.229311296,89,79
9,12139efb-9703-4a6f-b1cd-4558e12c42d2,2b0ce883-c456-48ab-a239-8849a4080da8,male,7ae25f81-f848-4d7a-bc57-8d68a93ec9d9,c58e3879-82b7-4d53-91a0-c4c7c46f4b25,70,14.6,17.4,9,38,16.8,9,"A Characterization of the Effects of Minocycline Treatment During Adolescence on Structural, Metabolic, and Oxidative Stress Parameters in a Maternal Immune Stimulation Model of Neurodevelopmental Brain Disorders.","Romero-Miguel, Diego and Casquero-Veiga, Marta and MacDowell, Karina S and Torres-Sanchez, Sonia and Garcia-Partida, Jos<c3><a9> Antonio and Lamanna-Rama, Nicol<c3><a1>s and Romero-Miranda, Ana and Berrocoso, Esther and Leza, Juan C and Desco, Manuel and Soto-Montenegro, Mar<c3><ad>a Luisa ",0,NA,0,NA,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,wistar,86dB : 120dB : 40ms : 100ms,86,120,40,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,? mg/kg : GD ? ,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Romero-Miguel, Diego and Casquero-Veiga, Marta and MacDowell, Karina S and Torres-Sanchez, Sonia and Garcia-Partida, Jos<c3><a9> Antonio and Lamanna-Rama, Nicol<c3><a1>s and Romero-Miranda, Ana and Berrocoso, Esther and Leza, Juan C and Desco, Manuel and Soto-Montenegro, Mar<c3><ad>a Luisa ",70,16,85.4,62,adult,NA,1.302883705,0.269375165,90,79
